,tweet_id,text,retweeted_status_id,retweeted_status_user_id,expanded_urls,rating_numerator,rating_denominator,rt_date,rt_year,rt_month,rt_day,rt_time,t_time_a,rt_time_a,clean_source,internet_nickname,clean_name,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,Actual_Rating
596,798697898615730177,RT @dog_rates: This is Stubert. He just arrived. 10/10 https://t.co/HVGs5aAKAn,7.128090259859784e+17,4196983835.0,"https://twitter.com/dog_rates/status/712809025985978368/photo/1,https://twitter.com/dog_rates/status/712809025985978368/photo/1",10,10,2016-03-24,2016.0,3.0,24.0,01:11:29 ,1,1.0,Twitter for iPhone,,Stubert,https://pbs.twimg.com/media/CeRoBaxWEAABi0X.jpg,1.0,Labrador_retriever,0.8686709999999999,True,carton,0.0950952,False,pug,0.00765137,True,,,1.0
597,798694562394996736,"RT @dog_rates: I'm not sure what's happening here, but it's pretty spectacular. 12/10 for both https://t.co/JKXh0NbBNL",7.012147008817562e+17,4196983835.0,"https://twitter.com/dog_rates/status/701214700881756160/photo/1,https://twitter.com/dog_rates/status/701214700881756160/photo/1",12,10,2016-02-21,2016.0,2.0,21.0,01:19:47 ,1,1.0,Twitter for iPhone,,None,https://pbs.twimg.com/media/Cbs3DOAXIAAp3Bd.jpg,1.0,Chihuahua,0.615163,True,Pembroke,0.15950899999999998,True,basenji,0.08446569999999999,True,0.0,4626.0,1.2
598,798686750113755136,"RT @dog_rates: Say hello to Jack (pronounced ""Kevin""). He's a Virgo Episcopalian. Can summon rainbows. 11/10 magical as hell https://t.co/Y…",6.833918525575619e+17,4196983835.0,https://twitter.com/dog_rates/status/683391852557561860/photo/1,11,10,2016-01-02,2016.0,1.0,2.0,20:58:09 ,0,20.0,Twitter for iPhone,,Jack,,,,,,,,,,,,,,1.1
599,798682547630837760,RT @dog_rates: Here we see a rare pouched pupper. Ample storage space. Looks alert. Jumps at random. Kicked open that door. 8/10 https://t.…,6.769365419361853e+17,4196983835.0,https://twitter.com/dog_rates/status/676936541936185344/photo/1,8,10,2015-12-16,2015.0,12.0,16.0,01:27:03 ,0,1.0,Twitter for iPhone,pupper,None,,,,,,,,,,,,0.0,4418.0,0.8
600,798673117451325440,"RT @dog_rates: I shall call him squishy and he shall be mine, and he shall be my squishy. 13/10 https://t.co/WId5lxNdPH",6.755010759574897e+17,4196983835.0,"https://twitter.com/dog_rates/status/675501075957489664/photo/1,https://twitter.com/dog_rates/status/675501075957489664/photo/1",13,10,2015-12-12,2015.0,12.0,12.0,02:23:01 ,23,2.0,Twitter for iPhone,,None,https://pbs.twimg.com/media/CV_cnjHWUAADc-c.jpg,1.0,dough,0.806757,False,bakery,0.0279066,False,French_loaf,0.0181889,False,,,1.3
601,798665375516884993,RT @dog_rates: This is Lola. She fell asleep on a piece of pizza. 10/10 frighteningly relatable https://t.co/eqmkr2gmPH,6.718968093007094e+17,4196983835.0,"https://twitter.com/dog_rates/status/671896809300709376/photo/1,https://twitter.com/dog_rates/status/671896809300709376/photo/1",10,10,2015-12-02,2015.0,12.0,2.0,03:40:57 ,23,3.0,Twitter for iPhone,,Lola,https://pbs.twimg.com/media/CVMOlMiWwAA4Yxl.jpg,1.0,chow,0.243529,True,hamster,0.22715,False,Pomeranian,0.0560567,True,0.0,3667.0,1.0
602,798644042770751489,RT @dog_rates: This is Paull. He just stubbed his toe. 10/10 deep breaths Paull https://t.co/J5Mqn8VeYq,6.704449556561306e+17,4196983835.0,"https://twitter.com/dog_rates/status/670444955656130560/photo/1,https://twitter.com/dog_rates/status/670444955656130560/photo/1",10,10,2015-11-28,2015.0,11.0,28.0,03:31:48 ,21,3.0,Twitter for iPhone,,Paull,https://pbs.twimg.com/media/CU3mITUWIAAfyQS.jpg,1.0,English_springer,0.403698,True,Brittany_spaniel,0.347609,True,Welsh_springer_spaniel,0.137186,True,,,1.0
603,798628517273620480,RT @dog_rates: This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,6.67509364010451e+17,4196983835.0,"https://twitter.com/dog_rates/status/667509364010450944/photo/1,https://twitter.com/dog_rates/status/667509364010450944/photo/1",12,10,2015-11-20,2015.0,11.0,20.0,01:06:48 ,20,1.0,Twitter for iPhone,,None,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1.0,beagle,0.636169,True,Labrador_retriever,0.119256,True,golden_retriever,0.08254919999999999,True,0.0,1857.0,1.2
604,798585098161549313,RT @dog_rates: This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.…,6.671827920700621e+17,4196983835.0,https://twitter.com/dog_rates/status/667182792070062081/photo/1,10,10,2015-11-19,2015.0,11.0,19.0,03:29:07 ,17,3.0,Twitter for iPhone,,Timison,,,,,,,,,,,,,,1.0
605,798576900688019456,RT @dog_rates: Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 https://t.co/…,6.661041332886651e+17,4196983835.0,https://twitter.com/dog_rates/status/666104133288665088/photo/1,1,10,2015-11-16,2015.0,11.0,16.0,04:02:55 ,17,4.0,Twitter for iPhone,,None,,,,,,,,,,,,0.0,5459.0,0.1
606,798340744599797760,RT @dog_rates: This is Davey. He'll have your daughter home by 8. Just a stand up pup. 11/10 would introduce to mom https://t.co/E6bGWf9EOm,7.717704565170094e+17,4196983835.0,"https://twitter.com/dog_rates/status/771770456517009408/photo/1,https://twitter.com/dog_rates/status/771770456517009408/photo/1",11,10,2016-09-02,2016.0,9.0,2.0,18:03:10 ,1,18.0,Twitter for iPhone,,Davey,https://pbs.twimg.com/media/CrXhIqBW8AA6Bse.jpg,1.0,papillon,0.53318,True,collie,0.192031,True,Border_collie,0.121626,True,,,1.1
612,796904159865868288,RT @dog_rates: This is Tyrone. He's a leaf wizard. Self-motivated. No eyes (tragic). Inspirational af. 11/10 enthusiasm is tangible https:/…,6.8731730631424e+17,4196983835.0,"https://twitter.com/dog_rates/status/687317306314240000/photo/1,https://twitter.com/dog_rates/status/687317306314240000/photo/1",11,10,2016-01-13,2016.0,1.0,13.0,16:56:30 ,2,16.0,Twitter for iPhone,,Tyrone,,,,,,,,,,,,,,1.1
615,796563435802726400,RT @dog_rates: I want to finally rate this iconic puppo who thinks the parade is all for him. 13/10 would absolutely attend https://t.co/5d…,7.809316141509837e+17,4196983835.0,https://twitter.com/dog_rates/status/780931614150983680/photo/1,13,10,2016-09-28,2016.0,9.0,28.0,00:46:20 ,4,0.0,Twitter for iPhone,puppo,None,,,,,,,,,,,,0.0,6708.0,1.3
618,796177847564038144,RT @dog_rates: This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt,7.961497490868756e+17,4196983835.0,"https://twitter.com/dog_rates/status/796149749086875649/photo/1,https://twitter.com/dog_rates/status/796149749086875649/photo/1,https://twitter.com/dog_rates/status/796149749086875649/photo/1,https://twitter.com/dog_rates/status/796149749086875649/photo/1",11,10,2016-11-09,2016.0,11.0,9.0,00:37:46 ,2,0.0,Twitter for iPhone,,Ruby,https://pbs.twimg.com/media/Cwx99rpW8AMk_Ie.jpg,1.0,golden_retriever,0.600276,True,Labrador_retriever,0.140798,True,seat_belt,0.0873548,False,,,1.1
627,794983741416415232,RT @dog_rates: This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,7.895308770133934e+17,4196983835.0,"https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1",12,10,2016-10-21,2016.0,10.0,21.0,18:16:44 ,19,18.0,Twitter for iPhone,,Rizzy,https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg,3.0,schipperke,0.363272,True,kelpie,0.197021,True,Norwegian_elkhound,0.151024,True,0.0,3148.0,1.2
629,794355576146903043,RT @dog_rates: This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,7.887659149929021e+17,4196983835.0,"https://twitter.com/dog_rates/status/788765914992902144/photo/1,https://twitter.com/dog_rates/status/788765914992902144/photo/1",12,10,2016-10-19,2016.0,10.0,19.0,15:37:03 ,1,15.0,Twitter for iPhone,,Butter,https://pbs.twimg.com/media/CvJCabcWgAIoUxW.jpg,1.0,cocker_spaniel,0.500509,True,golden_retriever,0.27273400000000003,True,jigsaw_puzzle,0.041475800000000014,False,0.0,9632.0,1.2
634,793614319594401792,RT @dog_rates: When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,7.916723228476375e+17,4196983835.0,"https://twitter.com/dog_rates/status/791672322847637504/photo/1,https://twitter.com/dog_rates/status/791672322847637504/photo/1",13,10,2016-10-27,2016.0,10.0,27.0,16:06:04 ,0,16.0,Twitter for iPhone,,None,https://pbs.twimg.com/media/CvyVxQRWEAAdSZS.jpg,1.0,golden_retriever,0.705092,True,Labrador_retriever,0.219721,True,kuvasz,0.015965,True,,,1.3
654,791821351946420224,RT @dog_rates: This little fella really hates stairs. Prefers bush. 13/10 legendary pupper https://t.co/e3LPMAHj7p,6.848309826592809e+17,4196983835.0,"https://vine.co/v/eEZXZI1rqxX,https://vine.co/v/eEZXZI1rqxX",13,10,2016-01-06,2016.0,1.0,6.0,20:16:44 ,1,20.0,Twitter for iPhone,pupper,None,,,,,,,,,,,,,,1.3
655,791784077045166082,RT @dog_rates: I'm not sure what this dog is doing but it's pretty inspirational. 12/10 https://t.co/4Kn9GEHXiE,6.820880793022136e+17,4196983835.0,"https://vine.co/v/iqMjlxULzbn,https://vine.co/v/iqMjlxULzbn",12,10,2015-12-30,2015.0,12.0,30.0,06:37:25 ,23,6.0,Twitter for iPhone,,None,,,,,,,,,,,,0.0,8850.0,1.2
656,791780927877898241,RT @dog_rates: This is Maddie. She gets some wicked air time. Hardcore barkour. 11/10 nimble af https://t.co/bROYbceZ1u,7.467577061161124e+17,4196983835.0,"https://vine.co/v/5BYq6hmrEI3,https://vine.co/v/5BYq6hmrEI3",11,10,2016-06-25,2016.0,6.0,25.0,17:31:25 ,23,17.0,Twitter for iPhone,,Maddie,,,,,,,,,,,,,,1.1
661,791026214425268224,RT @dog_rates: This is Alfie. He's touching a butt. Couldn't be happier. 11/10 https://t.co/gx3xF5mZbo,7.638375655647805e+17,4196983835.0,"https://twitter.com/dog_rates/status/763837565564780549/photo/1,https://twitter.com/dog_rates/status/763837565564780549/photo/1",11,10,2016-08-11,2016.0,8.0,11.0,20:40:41 ,21,20.0,Twitter for iPhone,,Alfie,https://pbs.twimg.com/media/CpmyNumW8AAAJGj.jpg,1.0,malamute,0.375098,True,jean,0.0693617,False,keeshond,0.0505276,True,0.0,3792.0,1.1
664,790723298204217344,RT @dog_rates: This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,7.899864660510884e+17,4196983835.0,"https://twitter.com/dog_rates/status/789986466051088384/photo/1,https://twitter.com/dog_rates/status/789986466051088384/photo/1",12,10,2016-10-23,2016.0,10.0,23.0,00:27:05 ,1,0.0,Twitter for iPhone,,Happy,https://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,1.0,tub,0.479477,False,bathtub,0.325106,False,golden_retriever,0.07853049999999999,True,,,1.2
669,790227638568808452,RT @dog_rates: This is Leela. She's a Fetty Woof. Lost eye while saving a baby from an avalanche. 11/10 true h*ckin hero https://t.co/2lBg3…,7.626998581301166e+17,4196983835.0,https://twitter.com/dog_rates/status/762699858130116608/photo/1,11,10,2016-08-08,2016.0,8.0,8.0,17:19:51 ,16,17.0,Twitter for iPhone,,Leela,,,,,,,,,,,,0.0,3294.0,1.1
671,789960241177853952,RT @dog_rates: This is Buddy. His father was a bear and his mother was a perfectly toasted marshmallow. 12/10 would snug so well https://t.…,7.624645393884856e+17,4196983835.0,"https://twitter.com/dog_rates/status/762464539388485633/photo/1,https://twitter.com/dog_rates/status/762464539388485633/photo/1,https://twitter.com/dog_rates/status/762464539388485633/photo/1,https://twitter.com/dog_rates/status/762464539388485633/photo/1",12,10,2016-08-08,2016.0,8.0,8.0,01:44:46 ,22,1.0,Twitter for iPhone,,Buddy,,,,,,,,,,,,0.0,3810.0,1.2
677,789280767834746880,RT @dog_rates: This is Meyer. He has to hold somebody's hand during car rides. He's also wearing a seatbelt. 12/10 responsible af https://t…,7.507196325631427e+17,4196983835.0,https://twitter.com/dog_rates/status/750719632563142656/photo/1,12,10,2016-07-06,2016.0,7.0,6.0,15:54:42 ,1,15.0,Twitter for iPhone,,Meyer,,,,,,,,,,,,0.0,4576.0,1.2
682,788552643979468800,RT @dog_rates: Say hello to mad pupper. You know what you did. 13/10 would pet until no longer furustrated https://t.co/u1ulQ5heLX,7.36392552031658e+17,4196983835.0,"https://vine.co/v/iEggaEOiLO3,https://vine.co/v/iEggaEOiLO3",13,10,2016-05-28,2016.0,5.0,28.0,03:04:00 ,1,3.0,Twitter for iPhone,pupper,,,,,,,,,,,,,,,1.3
686,788070120937619456,RT @dog_rates: This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both https://t.co/1acHQS8rvK,7.610045478505308e+17,4196983835.0,"https://twitter.com/dog_rates/status/761004547850530816/photo/1,https://twitter.com/dog_rates/status/761004547850530816/photo/1",11,10,2016-08-04,2016.0,8.0,4.0,01:03:17 ,17,1.0,Twitter for iPhone,,Bo,https://pbs.twimg.com/media/Co-hmcYXYAASkiG.jpg,1.0,golden_retriever,0.735163,True,Sussex_spaniel,0.064897,True,Labrador_retriever,0.0477037,True,,,1.1
692,787111942498508800,RT @dog_rates: This is Carl. He's very powerful. 12/10 don't mess with Carl https://t.co/v5m2bIukXc,7.529324327441859e+17,4196983835.0,"https://vine.co/v/OEppMFbejFz,https://vine.co/v/OEppMFbejFz",12,10,2016-07-12,2016.0,7.0,12.0,18:27:35 ,2,18.0,Twitter for iPhone,,Carl,,,,,,,,,,,,,,1.2
694,786729988674449408,RT @dog_rates: This is Oakley. He has no idea what happened here. Even offered to help clean it up. 11/10 such a heckin good boy https://t.…,7.594476815971082e+17,4196983835.0,https://twitter.com/dog_rates/status/759447681597108224/photo/1,11,10,2016-07-30,2016.0,7.0,30.0,17:56:51 ,0,17.0,Twitter for iPhone,,Oakley,,,,,,,,,,,,,,1.1
702,786036967502913536,RT @dog_rates: This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,7.798343325968876e+17,4196983835.0,"https://twitter.com/dog_rates/status/779834332596887552/photo/1,https://twitter.com/dog_rates/status/779834332596887552/photo/1,https://twitter.com/dog_rates/status/779834332596887552/photo/1,https://twitter.com/dog_rates/status/779834332596887552/photo/1,https://twitter.com/dog_rates/status/779834332596887552/photo/1,https://twitter.com/dog_rates/status/779834332596887552/photo/1,https://twitter.com/dog_rates/status/779834332596887552/photo/1,https://twitter.com/dog_rates/status/779834332596887552/photo/1",11,10,2016-09-25,2016.0,9.0,25.0,00:06:08 ,2,0.0,Twitter for iPhone,,Scout,https://pbs.twimg.com/media/CtKHLuCWYAA2TTs.jpg,1.0,golden_retriever,0.99383,True,cocker_spaniel,0.00314271,True,Great_Pyrenees,0.000917414,True,,,1.1
720,783347506784731136,RT @dog_rates: This is Kenny. He just wants to be included in the happenings. 11/10 https://t.co/2S6oye3XqK,6.742918370630533e+17,4196983835.0,"https://twitter.com/dog_rates/status/674291837063053312/photo/1,https://twitter.com/dog_rates/status/674291837063053312/photo/1",11,10,2015-12-08,2015.0,12.0,8.0,18:17:56 ,16,18.0,Twitter for iPhone,,Kenny,https://pbs.twimg.com/media/CVuQ2LeUsAAIe3s.jpg,1.0,Cardigan,0.611525,True,Pembroke,0.368566,True,Chihuahua,0.00332957,True,,,1.1
728,782021823840026624,RT @dog_rates: This is Harper. She scraped her elbow attempting a backflip off a tree. Valiant effort tho. 12/10 https://t.co/oHKJHghrp5,7.076109487234785e+17,4196983835.0,"https://twitter.com/dog_rates/status/707610948723478529/photo/1,https://twitter.com/dog_rates/status/707610948723478529/photo/1",12,10,2016-03-09,2016.0,3.0,9.0,16:56:11 ,0,16.0,Twitter for iPhone,,Harper,https://pbs.twimg.com/media/CdHwZd0VIAA4792.jpg,1.0,golden_retriever,0.383223,True,cocker_spaniel,0.16593,True,Chesapeake_Bay_retriever,0.118199,True,,,1.2
741,780496263422808064,RT @dog_rates: This is Bell. She likes holding hands. 12/10 would definitely pet with other hand https://t.co/BXIuvkQO9b,7.424231704734638e+17,4196983835.0,"https://twitter.com/dog_rates/status/742423170473463808/photo/1,https://twitter.com/dog_rates/status/742423170473463808/photo/1",12,10,2016-06-13,2016.0,6.0,13.0,18:27:32 ,19,18.0,Twitter for iPhone,,Bell,https://pbs.twimg.com/media/Ck2d7tJWUAEPTL3.jpg,1.0,pug,0.99731,True,Brabancon_griffon,0.00118563,True,French_bulldog,0.000427989,True,0.0,3411.0,1.2
742,780476555013349377,"RT @Patreon: Well. @dog_rates is on Patreon. 

12/10. 

https://t.co/rnKvzt6RJs https://t.co/v4e2ywe8iO",7.804657092979958e+17,1228325660.0,"https://www.patreon.com/WeRateDogs,https://twitter.com/Patreon/status/780465709297995776/photo/1,https://www.patreon.com/WeRateDogs,https://twitter.com/Patreon/status/780465709297995776/photo/1",12,10,2016-09-26,2016.0,9.0,26.0,17:55:00 ,18,17.0,Twitter for iPhone,,None,https://pbs.twimg.com/tweet_video_thumb/CtTFZZfUsAE5hgp.jpg,1.0,pug,0.919255,True,French_bulldog,0.0323503,True,bull_mastiff,0.028467900000000008,True,,,1.2
745,780092040432480260,RT @dog_rates: This is Hank. He's mischievous af. Doesn't even know what he was trying to do here. 8/10 quit the shit Hank damn https://t.c…,7.533756688770089e+17,4196983835.0,https://twitter.com/dog_rates/status/753375668877008896/photo/1,8,10,2016-07-13,2016.0,7.0,13.0,23:48:51 ,17,23.0,Twitter for iPhone,,Hank,,,,,,,,,,,,0.0,2120.0,0.8
749,779124354206535695,RT @dog_rates: Meet Hurley. He's the curly one. He hugs every other dog he sees during his walk. 11/10 for spreading the love https://t.co/…,6.794628231356867e+17,4196983835.0,https://twitter.com/dog_rates/status/679462823135686656/photo/1,11,10,2015-12-23,2015.0,12.0,23.0,00:45:35 ,1,0.0,Twitter for iPhone,,Hurley,,,,,,,,,,,,0.0,16944.0,1.1
753,778774459159379968,RT @dog_rates: In case you haven't seen the most dramatic sneeze ever... 13/10 https://t.co/iy7ylyZcsE,7.580996357643592e+17,4196983835.0,"https://vine.co/v/hQJbaj1VpIz,https://vine.co/v/hQJbaj1VpIz",13,10,2016-07-27,2016.0,7.0,27.0,00:40:12 ,1,0.0,Twitter for iPhone,,None,,,,,,,,,,,,,,1.3
759,778396591732486144,RT @dog_rates: This is an East African Chalupa Seal. We only rate dogs. Please only send in dogs. Thank you... 10/10 https://t.co/iHe6liLwWR,7.030419496500347e+17,4196983835.0,"https://twitter.com/dog_rates/status/703041949650034688/photo/1,https://twitter.com/dog_rates/status/703041949650034688/photo/1",10,10,2016-02-26,2016.0,2.0,26.0,02:20:37 ,0,2.0,Twitter for iPhone,,,https://pbs.twimg.com/media/CcG07BYW0AErrC9.jpg,1.0,hippopotamus,0.581403,False,doormat,0.152445,False,sea_lion,0.0263643,False,,,1.0
764,777953400541634568,RT @dog_rates: Meet Gerald. He's a fairly exotic doggo. Floofy af. Inadequate knees tho. Self conscious about large forehead. 8/10 https://…,7.681934045178307e+17,4196983835.0,https://twitter.com/dog_rates/status/768193404517830656/photo/1,8,10,2016-08-23,2016.0,8.0,23.0,21:09:14 ,19,21.0,Twitter for iPhone,doggo,Gerald,,,,,,,,,,,,0.0,3256.0,0.8
767,777641927919427584,RT @dog_rates: This is Arnie. He's a Nova Scotian Fridge Floof. Rare af. 12/10 https://t.co/lprdOylVpS,7.50429297815552e+17,4196983835.0,"https://twitter.com/dog_rates/status/750429297815552001/photo/1,https://twitter.com/dog_rates/status/750429297815552001/photo/1,https://twitter.com/dog_rates/status/750429297815552001/photo/1,https://twitter.com/dog_rates/status/750429297815552001/photo/1",12,10,2016-07-05,2016.0,7.0,5.0,20:41:01 ,22,20.0,Twitter for iPhone,,Arnie,https://pbs.twimg.com/media/CmoPdmHW8AAi8BI.jpg,1.0,golden_retriever,0.964929,True,Labrador_retriever,0.0115837,True,refrigerator,0.00749862,False,,,1.2
770,776819012571455488,RT @dog_rates: Everybody look at this beautiful pupper 13/10 https://t.co/hyAC5Hq9GC,6.798284471878574e+17,4196983835.0,"https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1",13,10,2015-12-24,2015.0,12.0,24.0,00:58:27 ,16,0.0,Twitter for iPhone,pupper,None,https://pbs.twimg.com/media/CW88XN4WsAAlo8r.jpg,3.0,Chihuahua,0.346545,True,dalmatian,0.166246,True,toy_terrier,0.117502,True,0.0,12545.0,1.3
773,776249906839351296,RT @dog_rates: We only rate dogs. Pls stop sending in non-canines like this Mongolian grass snake. This is very frustrating. 11/10 https://…,7.007477885150208e+17,4196983835.0,https://twitter.com/dog_rates/status/700747788515020802/photo/1,11,10,2016-02-19,2016.0,2.0,19.0,18:24:26 ,2,18.0,Twitter for iPhone,,,,,,,,,,,,,,,,1.1
778,775898661951791106,"RT @dog_rates: Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda",7.33109485275861e+17,4196983835.0,"https://twitter.com/dog_rates/status/733109485275860992/photo/1,https://twitter.com/dog_rates/status/733109485275860992/photo/1",12,10,2016-05-19,2016.0,5.0,19.0,01:38:16 ,3,1.0,Twitter for iPhone,pupper,None,https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg,1.0,golden_retriever,0.945523,True,Labrador_retriever,0.0423191,True,doormat,0.00395626,False,0.0,15464.0,1.2
784,775096608509886464,"RT @dog_rates: After so many requests, this is Bretagne. She was the last surviving 9/11 search dog, and our second ever 14/10. RIP https:/…",7.40373189193257e+17,4196983835.0,"https://twitter.com/dog_rates/status/740373189193256964/photo/1,https://twitter.com/dog_rates/status/740373189193256964/photo/1,https://twitter.com/dog_rates/status/740373189193256964/photo/1,https://twitter.com/dog_rates/status/740373189193256964/photo/1",9,11,2016-06-08,2016.0,6.0,8.0,02:41:38 ,22,2.0,Twitter for iPhone,,None,,,,,,,,,,,,,,0.8181818181818182
794,773336787167145985,RT @dog_rates: Meet Fizz. She thinks love is a social construct consisting solely of ideals perpetuated by mass media 11/10 woke af https:/…,7.713807980962816e+17,4196983835.0,"https://twitter.com/dog_rates/status/771380798096281600/photo/1,https://twitter.com/dog_rates/status/771380798096281600/photo/1,https://twitter.com/dog_rates/status/771380798096281600/photo/1,https://twitter.com/dog_rates/status/771380798096281600/photo/1",11,10,2016-09-01,2016.0,9.0,1.0,16:14:48 ,1,16.0,Twitter for iPhone,,Fizz,,,,,,,,,,,,,,1.1
800,772615324260794368,RT @dog_rates: This is Gromit. He's pupset because there's no need to beware of him. Just wants a pettin. 10/10 https://t.co/eSvz4EapHH,7.652220986336911e+17,4196983835.0,"https://twitter.com/dog_rates/status/765222098633691136/photo/1,https://twitter.com/dog_rates/status/765222098633691136/photo/1",10,10,2016-08-15,2016.0,8.0,15.0,16:22:20 ,2,16.0,Twitter for iPhone,,Gromit,https://pbs.twimg.com/media/Cp6db4-XYAAMmqL.jpg,1.0,dalmatian,0.556595,True,whippet,0.151047,True,American_Staffordshire_terrier,0.0964355,True,,,1.0
811,771171053431250945,RT @dog_rates: This is Frankie. He's wearing blush. 11/10 really accents the cheek bones https://t.co/iJABMhVidf,6.733201328113664e+17,4196983835.0,"https://twitter.com/dog_rates/status/673320132811366400/photo/1,https://twitter.com/dog_rates/status/673320132811366400/photo/1,https://twitter.com/dog_rates/status/673320132811366400/photo/1,https://twitter.com/dog_rates/status/673320132811366400/photo/1,https://twitter.com/dog_rates/status/673320132811366400/photo/1,https://twitter.com/dog_rates/status/673320132811366400/photo/1,https://twitter.com/dog_rates/status/673320132811366400/photo/1,https://twitter.com/dog_rates/status/673320132811366400/photo/1",11,10,2015-12-06,2015.0,12.0,6.0,01:56:44 ,2,1.0,Twitter for iPhone,,Frankie,https://pbs.twimg.com/media/CVgdFjNWEAAxmbq.jpg,3.0,Samoyed,0.978833,True,Pomeranian,0.012763,True,Eskimo_dog,0.00185305,True,0.0,6869.0,1.1
815,771004394259247104,RT @katieornah: @dog_rates learning a lot at college 12/10 for my professor thank u for the pupper slides https://t.co/nTFDr99hg0,7.710021304507433e+17,1732729088.0,"https://twitter.com/katieornah/status/771002130450743296/photo/1,https://twitter.com/katieornah/status/771002130450743296/photo/1",12,10,2016-08-31,2016.0,8.0,31.0,15:10:07 ,15,15.0,Twitter for iPhone,pupper,None,https://pbs.twimg.com/media/CrMmVqyWcAIDCHI.jpg,1.0,home_theater,0.414338,False,iPod,0.0527413,False,pop_bottle,0.0488206,False,,,1.2
818,770743923962707968,RT @dog_rates: Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) https://t…,7.392381577916948e+17,4196983835.0,https://twitter.com/dog_rates/status/739238157791694849/video/1,13,10,2016-06-04,2016.0,6.0,4.0,23:31:25 ,22,23.0,Twitter for iPhone,doggo,None,,,,,,,,,,,,,,1.3
822,770093767776997377,RT @dog_rates: This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,7.410673068187976e+17,4196983835.0,"https://twitter.com/dog_rates/status/741067306818797568/photo/1,https://twitter.com/dog_rates/status/741067306818797568/photo/1",12,10,2016-06-10,2016.0,6.0,10.0,00:39:48 ,3,0.0,Twitter for iPhone,pupper,,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,1.0,golden_retriever,0.843799,True,Labrador_retriever,0.0529559,True,kelpie,0.0357111,True,,,1.2
826,769335591808995329,RT @dog_rates: Ever seen a dog pet another dog? Both 13/10 truly an awe-inspiring scene. (Vid by @mdougherty20) https://t.co/3PoKf6cw7f,7.069045238146499e+17,4196983835.0,"https://vine.co/v/iXQAm5Lrgrh,https://vine.co/v/iXQAm5Lrgrh",13,10,2016-03-07,2016.0,3.0,7.0,18:09:06 ,0,18.0,Twitter for iPhone,,None,,,,,,,,,,,,,,1.3
829,768909767477751808,RT @dog_rates: When it's Janet from accounting's birthday but you can't eat the cake cuz it's chocolate. 10/10 hang in there pupper https:/…,7.001437520531825e+17,4196983835.0,https://twitter.com/dog_rates/status/700143752053182464/photo/1,10,10,2016-02-18,2016.0,2.0,18.0,02:24:13 ,20,2.0,Twitter for iPhone,pupper,None,,,,,,,,,,,,0.0,2430.0,1.0
833,768554158521745409,RT @dog_rates: This is Nollie. She's waving at you. If you don't wave back you're a monster. She's also portable as hell. 12/10 https://t.c…,7.399791916392448e+17,4196983835.0,https://twitter.com/dog_rates/status/739979191639244800/photo/1,12,10,2016-06-07,2016.0,6.0,7.0,00:36:02 ,21,0.0,Twitter for iPhone,,Nollie,,,,,,,,,,,,0.0,5368.0,1.2
